		ELEVATION	BASEDEMAND	PRESSURE	HEAD	DEMAND
J72	104:00:00	75.00	4.02e-04	31.00	106.00	3.13e-04
J73	104:00:00	80.00	0.89	26.14	106.14	0.70
J74	104:00:00	75.00	1.10	31.00	106.00	0.85
J76	104:00:00	70.00	0.91	35.70	105.70	0.71
J77	104:00:00	76.00	1.38	30.01	106.01	1.07
J78	104:00:00	60.56	0.14	45.49	106.05	0.11
J350	104:00:00	33.82	0.32	73.75	107.57	0.29
J351	104:00:00	25.51	1.13	85.92	111.43	0.93
J352	104:00:00	47.55	0.76	65.14	112.69	0.62
J353	104:00:00	22.64	0.60	89.33	111.97	0.49
J354	104:00:00	18.68	0.25	93.28	111.96	0.21
J355	104:00:00	28.87	1.17	80.24	109.11	0.97
J358	104:00:00	22.30	1.55	83.44	105.74	1.28
J359	104:00:00	17.57	0.88	87.67	105.24	0.73
J250	104:00:00	67.00	0.15	37.79	104.79	0.12
J251	104:00:00	75.19	1.26	63.32	138.51	1.03
J252	104:00:00	83.82	0.67	54.69	138.51	0.54
J253	104:00:00	74.69	0.77	57.64	132.33	0.63
J254	104:00:00	74.59	0.82	57.74	132.33	0.67
J257	104:00:00	105.58	0.35	32.76	138.34	0.28
J154	104:00:00	43.69	0.55	37.85	81.54	0.49
J155	104:00:00	44.41	0.16	37.11	81.52	0.14
J82	104:00:00	70.87	0.98	35.31	106.18	0.81
J156	104:00:00	56.16	0.28	25.51	81.67	0.25
J83	104:00:00	61.07	1.55	45.49	106.56	1.27
J84	104:00:00	43.82	0.16	60.87	104.69	0.13
J85	104:00:00	45.00	0.74	59.72	104.72	0.58
J159	104:00:00	37.41	0.45	43.58	80.99	0.41
J86	104:00:00	50.00	1.45	54.68	104.68	1.13
J87	104:00:00	42.63	1.25	62.06	104.69	0.97
J89	104:00:00	68.29	0.45	64.03	132.32	0.37
J360	104:00:00	20.71	1.12	84.15	104.86	0.93
J361	104:00:00	26.67	0.43	83.45	110.12	0.35
J362	104:00:00	43.66	0.15	70.22	113.88	0.12
J363	104:00:00	72.23	0.00	67.78	140.01	0.00
J364	104:00:00	65.00	0.00	74.50	139.50	0.00
J365	104:00:00	29.83	1.32	45.71	75.54	1.18
J366	104:00:00	14.46	0.50	61.18	75.64	0.44
J1208	104:00:00	42.74	0.39	71.37	114.11	0.32
J367	104:00:00	13.60	0.80	61.96	75.56	0.72
J369	104:00:00	20.27	0.42	55.29	75.56	0.38
J160	104:00:00	43.69	0.57	37.82	81.51	0.51
J161	104:00:00	22.81	0.07	55.24	78.05	0.07
J162	104:00:00	36.88	0.80	41.17	78.05	0.72
J163	104:00:00	16.20	0.34	61.86	78.06	0.31
J164	104:00:00	17.34	1.44	60.71	78.05	1.29
J91	104:00:00	64.09	0.98	68.22	132.31	0.80
J165	104:00:00	16.69	1.26	61.37	78.06	1.13
J166	104:00:00	23.95	1.55	54.10	78.05	1.39
J167	104:00:00	23.91	0.55	54.14	78.05	0.49
J94	104:00:00	30.75	0.90	76.07	106.82	0.81
J95	104:00:00	22.56	0.13	55.05	77.61	0.12
J96	104:00:00	30.00	1.06	47.60	77.60	0.95
J97	104:00:00	34.19	0.68	43.39	77.58	0.61
J976	104:00:00	6.30	1.60	70.18	76.48	1.43
J571	104:00:00	77.11	0.19	59.83	136.94	0.16
J572	104:00:00	76.40	1.54	60.54	136.94	1.25
J573	104:00:00	81.62	1.03	50.75	132.37	0.84
J574	104:00:00	67.36	0.58	64.92	132.28	0.47
J575	104:00:00	75.27	0.25	60.98	136.25	0.20
J576	104:00:00	80.80	0.80	56.29	137.09	0.65
J370	104:00:00	20.46	0.37	55.07	75.53	0.33
J371	104:00:00	68.81	0.00	70.53	139.34	0.00
J372	104:00:00	23.20	0.22	52.21	75.41	0.19
J373	104:00:00	27.22	0.05	48.19	75.41	0.04
J374	104:00:00	13.70	0.58	61.75	75.45	0.52
J375	104:00:00	22.72	0.91	52.74	75.46	0.82
J376	104:00:00	12.18	1.54	62.88	75.06	1.38
J377	104:00:00	13.12	0.90	62.30	75.42	0.80
J1219	104:00:00	14.48	0.68	63.23	77.71	0.61
J379	104:00:00	10.25	1.41	64.11	74.36	1.27
J171	104:00:00	8.81	1.38	68.92	77.73	1.23
J172	104:00:00	6.25	1.12	71.51	77.76	1.00
J173	104:00:00	13.00	1.20	65.05	78.05	1.08
J174	104:00:00	6.11	1.66	71.69	77.80	1.49
J175	104:00:00	6.84	0.57	70.96	77.80	0.51
J177	104:00:00	13.14	0.83	64.86	78.00	0.74
J179	104:00:00	15.01	0.69	62.70	77.71	0.62
J580	104:00:00	113.08	1.16	23.57	136.65	0.94
J486	104:00:00	86.11	0.30	47.97	134.08	0.24
J487	104:00:00	79.00	0.70	54.64	133.64	0.57
J488	104:00:00	89.16	0.91	45.67	134.83	0.74
J489	104:00:00	85.02	1.36	49.06	134.08	1.10
J381	104:00:00	36.02	0.90	75.40	111.42	0.74
J1223	104:00:00	3.48	0.71	72.50	75.98	0.64
J382	104:00:00	70.42	0.85	41.01	111.43	0.70
J384	104:00:00	42.51	0.00	71.72	114.23	0.00
J385	104:00:00	76.60	0.00	62.19	138.79	0.00
J180	104:00:00	8.77	0.82	68.96	77.73	0.73
J181	104:00:00	10.94	1.13	67.07	78.01	1.02
J1024	104:00:00	5.83	1.48	70.67	76.50	1.32
J183	104:00:00	13.28	0.62	64.45	77.73	0.55
J1025	104:00:00	8.61	0.50	67.89	76.50	0.45
J186	104:00:00	9.38	0.49	68.34	77.72	0.44
J187	104:00:00	9.81	0.25	67.92	77.73	0.22
J188	104:00:00	8.51	0.88	69.20	77.71	0.79
J189	104:00:00	7.58	0.37	70.13	77.71	0.33
J490	104:00:00	103.84	0.97	31.01	134.85	0.79
J491	104:00:00	76.93	0.61	59.96	136.89	0.49
J492	104:00:00	94.67	1.46	39.16	133.83	1.19
J493	104:00:00	77.62	0.80	57.05	134.67	0.65
J494	104:00:00	112.76	0.32	24.15	136.91	0.26
J495	104:00:00	91.15	1.14	45.88	137.03	0.93
J496	104:00:00	106.34	1.25	30.63	136.97	1.01
J497	104:00:00	112.63	1.02	24.03	136.66	0.83
J498	104:00:00	90.12	1.30	46.95	137.07	1.06
J500	104:00:00	75.52	0.27	60.85	136.37	0.22
J499	104:00:00	72.24	1.35	64.14	136.38	1.09
J501	104:00:00	80.97	0.34	55.63	136.60	0.27
J502	104:00:00	80.99	1.59	55.36	136.35	1.30
J503	104:00:00	99.65	0.11	37.00	136.65	0.09
J504	104:00:00	66.71	0.10	69.66	136.37	0.08
J394	104:00:00	70.53	0.00	71.37	141.90	0.00
J509	104:00:00	99.94	0.63	36.71	136.65	0.51
J399	104:00:00	75.00	0.00	66.90	141.90	0.00
J401	104:00:00	70.00	0.00	71.90	141.90	0.00
J406	104:00:00	71.74	0.00	70.16	141.90	0.00
J295	104:00:00	56.42	0.29	49.62	106.04	0.24
J407	104:00:00	68.00	0.00	73.90	141.90	0.00
J296	104:00:00	30.91	1.19	74.68	105.59	0.98
J408	104:00:00	7.93	0.89	68.59	76.52	0.80
J297	104:00:00	99.05	0.94	7.41	106.46	0.77
J298	104:00:00	77.46	0.36	29.01	106.47	0.30
J191	104:00:00	5.76	0.78	71.95	77.71	0.70
J303	104:00:00	50.42	1.24	55.88	106.30	1.03
J192	104:00:00	12.40	1.25	66.15	78.55	1.12
J193	104:00:00	12.99	0.66	65.56	78.55	0.60
J305	104:00:00	47.11	1.51	59.16	106.27	1.24
J194	104:00:00	13.46	1.24	64.60	78.06	1.11
J195	104:00:00	15.39	0.15	62.32	77.71	0.13
J196	104:00:00	13.35	1.06	64.71	78.06	0.95
J308	104:00:00	33.24	1.19	40.80	74.04	1.07
J198	104:00:00	18.54	0.03	57.02	75.56	0.02
J200	104:00:00	15.75	0.72	59.81	75.56	0.64
J199	104:00:00	16.26	0.67	59.31	75.57	0.60
J201	104:00:00	44.86	0.46	28.51	73.37	0.41
J202	104:00:00	10.41	1.64	65.55	75.96	1.47
J203	104:00:00	11.03	1.34	64.70	75.73	1.20
J204	104:00:00	21.51	1.16	53.10	74.61	1.04
J205	104:00:00	16.66	0.70	58.93	75.59	0.62
J206	104:00:00	14.12	1.22	61.44	75.56	1.10
J207	104:00:00	18.86	0.46	56.65	75.51	0.41
J208	104:00:00	11.25	0.59	64.76	76.01	0.53
J101	104:00:00	28.65	0.72	48.70	77.35	0.65
J102	104:00:00	46.96	1.57	30.58	77.54	1.41
J109	104:00:00	17.47	0.20	59.88	77.35	0.18
J1	104:00:00	16.82	1.08	61.24	78.06	0.96
J2	104:00:00	11.97	0.58	65.74	77.71	0.52
J3	104:00:00	29.02	0.17	41.52	70.54	0.16
J4	104:00:00	20.88	0.31	49.53	70.41	0.28
J5	104:00:00	22.75	0.13	48.21	70.96	0.12
J6	104:00:00	15.25	0.72	54.05	69.30	0.65
J7	104:00:00	24.91	1.60	44.68	69.59	1.43
J8	104:00:00	31.17	0.90	38.74	69.91	0.81
J9	104:00:00	31.89	0.82	38.44	70.33	0.74
J10	104:00:00	14.62	1.62	47.82	62.44	1.45
J11	104:00:00	18.43	0.36	57.95	76.38	0.33
J12	104:00:00	29.27	0.63	47.10	76.37	0.57
J13	104:00:00	32.04	0.66	44.33	76.37	0.59
J14	104:00:00	37.91	0.00	38.45	76.36	0.00
J15	104:00:00	102.84	0.00	39.06	141.90	0.00
J16	104:00:00	88.89	0.00	53.01	141.90	0.00
J17	104:00:00	82.75	0.00	59.15	141.90	0.00
J18	104:00:00	84.96	0.00	56.94	141.90	0.00
J19	104:00:00	90.94	0.00	50.96	141.90	0.00
J20	104:00:00	80.00	0.00	61.90	141.90	0.00
J21	104:00:00	80.00	0.00	61.90	141.90	0.00
J22	104:00:00	82.74	0.00	55.85	138.59	0.00
J23	104:00:00	75.96	0.00	62.94	138.90	0.00
J25	104:00:00	94.13	0.11	43.80	137.93	0.09
J26	104:00:00	76.35	1.26	61.58	137.93	1.02
J27	104:00:00	82.08	1.17	55.85	137.93	0.95
J28	104:00:00	45.00	0.83	39.94	84.94	0.67
J29	104:00:00	49.00	0.26	35.96	84.96	0.21
J30	104:00:00	72.01	0.37	65.92	137.93	0.30
J31	104:00:00	69.78	0.54	68.15	137.93	0.44
J32	104:00:00	45.00	1.31	39.95	84.95	1.06
J33	104:00:00	48.00	0.08	36.94	84.94	0.07
J34	104:00:00	50.00	0.86	34.95	84.95	0.70
J35	104:00:00	67.78	1.26	70.15	137.93	1.03
J36	104:00:00	51.08	1.33	33.89	84.97	1.08
J37	104:00:00	66.19	0.54	71.94	138.13	0.44
J38	104:00:00	47.00	1.62	37.94	84.94	1.32
J24	104:00:00	34.53	1.34	41.49	76.02	1.20
J39	104:00:00	45.88	1.12	30.15	76.03	1.01
J40	104:00:00	12.80	1.51	62.74	75.54	1.35
J123	104:00:00	38.41	1.46	68.40	106.81	1.30
J140	104:00:00	39.94	0.69	66.87	106.81	0.62
J141	104:00:00	41.45	0.21	65.36	106.81	0.18
J157	104:00:00	31.49	1.59	75.32	106.81	1.42
J158	104:00:00	25.88	1.33	80.93	106.81	1.18
J168	104:00:00	40.21	1.16	66.62	106.83	1.03
J170	104:00:00	46.87	0.67	59.96	106.83	0.60
J176	104:00:00	50.64	0.03	56.21	106.85	0.02
J178	104:00:00	58.87	0.28	47.98	106.85	0.25
J184	104:00:00	56.09	0.27	50.75	106.84	0.24
J185	104:00:00	43.71	0.85	63.17	106.88	0.76
J190	104:00:00	58.49	0.68	48.91	107.40	0.60
J197	104:00:00	41.86	0.18	66.12	107.98	0.16
J213	104:00:00	52.07	0.46	55.32	107.39	0.41
J215	104:00:00	75.76	1.07	31.56	107.32	0.95
J216	104:00:00	53.06	1.42	55.09	108.15	1.26
J227	104:00:00	52.89	0.83	54.99	107.88	0.74
J238	104:00:00	44.16	0.31	63.59	107.75	0.28
J239	104:00:00	43.49	1.49	64.25	107.74	1.33
J255	104:00:00	35.31	0.62	72.39	107.70	0.55
J256	104:00:00	40.00	0.00	67.75	107.75	0.00
J258	104:00:00	51.24	1.28	56.63	107.87	1.14
J260	104:00:00	32.53	0.36	75.04	107.57	0.32
J265	104:00:00	50.87	0.74	56.63	107.50	0.66
J266	104:00:00	39.83	0.39	67.72	107.55	0.35
J267	104:00:00	22.31	1.46	89.65	111.96	1.21
J61	104:00:00	72.00	1.02	33.78	105.78	0.79
J92	104:00:00	72.00	0.62	33.71	105.71	0.49
J268	104:00:00	69.68	0.65	36.37	106.05	0.53
J278	104:00:00	104.29	1.43	30.08	134.37	1.17
J281	104:00:00	83.72	0.98	50.52	134.24	0.79
J283	104:00:00	94.06	1.55	40.19	134.25	1.26
J284	104:00:00	77.38	0.86	56.85	134.23	0.70
J136	104:00:00	81.80	0.55	50.55	132.35	0.45
J137	104:00:00	9.11	1.45	68.62	77.73	1.30
J145	104:00:00	47.46	0.43	59.35	106.81	0.38
J118	104:00:00	75.00	0.43	31.43	106.43	0.34
J52	104:00:00	54.70	0.30	56.67	111.37	0.25
J81	104:00:00	50.00	0.58	34.89	84.89	0.47
J88	104:00:00	45.00	4.18e-03	40.00	85.00	3.39e-03
J90	104:00:00	84.00	1.24	54.51	138.51	1.01
J93	104:00:00	65.00	4.20	73.12	138.12	3.42
J147	104:00:00	68.00	0.46	68.93	136.93	0.38
J148	104:00:00	50.00	1.17	44.45	94.45	0.95
J149	104:00:00	40.00	0.67	54.46	94.46	0.55
J150	104:00:00	60.00	1.35	34.41	94.41	1.10
J151	104:00:00	60.00	1.24	71.79	131.79	1.00
J152	104:00:00	32.00	0.73	48.18	80.18	0.59
J153	104:00:00	60.00	0.13	71.79	131.79	0.11
J169	104:00:00	42.00	0.68	40.00	82.00	0.56
J182	104:00:00	40.00	0.57	41.98	81.98	0.46
J222	104:00:00	32.00	1.18	48.23	80.23	0.96
J224	104:00:00	37.00	0.52	43.21	80.21	0.42
J230	104:00:00	30.00	1.33	76.19	106.19	1.10
J235	104:00:00	53.00	0.25	53.26	106.26	0.21
J240	104:00:00	87.00	0.99	49.65	136.65	0.80
J269	104:00:00	56.00	0.00	25.67	81.67	0.00
J273	104:00:00	56.00	0.00	25.68	81.68	0.00
J274	104:00:00	56.00	0.00	25.67	81.67	0.00
J276	104:00:00	56.00	0.00	2.99	58.99	0.00
J280	104:00:00	56.00	0.00	2.99	58.99	0.00
J285	104:00:00	56.00	0.00	2.98	58.98	0.00
J287	104:00:00	40.00	0.00	27.21	67.21	0.00
J288	104:00:00	40.00	0.00	27.21	67.21	0.00
J289	104:00:00	40.00	0.00	27.17	67.17	0.00
J290	104:00:00	40.00	0.00	27.13	67.13	0.00
J291	104:00:00	65.00	0.00	84.91	149.91	0.00
J292	104:00:00	40.00	0.00	67.75	107.75	0.00
J299	104:00:00	40.00	0.00	27.21	67.21	0.00
J300	104:00:00	40.00	0.00	27.21	67.21	0.00
J301	104:00:00	44.00	0.00	29.10	73.10	0.00
J302	104:00:00	44.00	0.00	29.03	73.03	0.00
J304	104:00:00	44.00	0.00	60.69	104.69	0.00
J306	104:00:00	44.00	0.00	60.69	104.69	0.00
J307	104:00:00	44.00	0.00	28.90	72.90	0.00
J309	104:00:00	44.00	0.00	28.90	72.90	0.00
J317	104:00:00	44.00	0.00	70.39	114.39	0.00
J323	104:00:00	44.00	0.00	70.39	114.39	0.00
R1	104:00:00	59.00	0.00	0.00	59.00	-113.16
T3	104:00:00	112.90	0.00	3.88	116.78	-20.94
T1	104:00:00	71.50	0.00	4.57	76.07	-16.02
T7	104:00:00	102.00	0.00	4.46	106.46	-0.70
T6	104:00:00	101.50	0.00	5.50	107.00	0.00
T5	104:00:00	105.80	0.00	2.46	108.26	-26.32
T2	104:00:00	65.00	0.00	4.19	69.19	-49.80
T4	104:00:00	132.50	0.00	4.17	136.67	-4.64
J511	105:00:00	105.08	1.18	31.40	136.48	1.00
J411	105:00:00	8.95	0.89	67.37	76.32	0.80
J414	105:00:00	34.36	0.97	41.93	76.29	0.87
J415	105:00:00	65.00	0.00	84.53	149.53	0.00
J416	105:00:00	42.60	0.00	98.92	141.52	0.00
J417	105:00:00	37.38	1.29	38.91	76.29	1.16
J418	105:00:00	37.39	0.00	29.48	66.87	0.00
J419	105:00:00	40.50	0.00	26.83	67.33	0.00
J310	105:00:00	51.84	1.36	54.98	106.82	1.13
J311	105:00:00	55.95	1.18	50.91	106.86	0.98
J312	105:00:00	68.48	0.08	37.94	106.42	0.06
J313	105:00:00	67.66	0.69	38.75	106.41	0.57
J314	105:00:00	14.94	1.44	60.71	75.65	1.29
J315	105:00:00	16.03	1.32	59.45	75.48	1.18
J316	105:00:00	12.98	0.62	62.33	75.31	0.56
J318	105:00:00	53.67	1.60	52.56	106.23	1.33
J319	105:00:00	39.29	1.45	66.94	106.23	1.21
J210	105:00:00	7.01	0.09	68.90	75.91	0.08
J211	105:00:00	11.27	1.58	64.66	75.93	1.42
J212	105:00:00	7.87	0.61	68.06	75.93	0.54
J214	105:00:00	8.67	0.87	67.30	75.97	0.78
J217	105:00:00	10.98	1.28	64.74	75.72	1.15
J218	105:00:00	7.68	0.09	68.25	75.93	0.08
J219	105:00:00	52.00	0.99	51.38	103.38	0.82
J110	105:00:00	15.92	0.78	61.63	77.55	0.70
J420	105:00:00	39.99	0.00	26.88	66.87	0.00
J421	105:00:00	37.09	1.04	39.20	76.29	0.93
J422	105:00:00	38.81	0.00	28.06	66.87	0.00
J1153	105:00:00	22.14	0.44	53.20	75.34	0.39
J1154	105:00:00	14.61	0.47	60.87	75.48	0.42
J1155	105:00:00	15.54	1.38	59.86	75.40	1.24
J425	105:00:00	64.42	0.00	76.68	141.10	0.00
J426	105:00:00	72.71	0.00	68.08	140.79	0.00
J1157	105:00:00	22.21	1.64	53.13	75.34	1.47
J427	105:00:00	67.65	0.00	73.83	141.48	0.00
J1158	105:00:00	28.25	0.38	47.18	75.43	0.34
J428	105:00:00	16.20	1.16	44.51	60.71	1.04
J429	105:00:00	12.56	1.63	48.41	60.97	1.46
J320	105:00:00	46.73	0.41	60.56	107.29	0.34
J321	105:00:00	44.59	0.89	62.59	107.18	0.74
J322	105:00:00	48.02	0.18	59.15	107.17	0.15
J324	105:00:00	42.38	1.67	64.78	107.16	1.38
J1056	105:00:00	7.64	1.13	68.46	76.10	1.01
J327	105:00:00	49.68	0.03	57.92	107.60	0.02
J1058	105:00:00	13.58	0.96	55.64	69.22	0.86
J328	105:00:00	45.69	0.17	62.10	107.79	0.14
J329	105:00:00	44.05	0.17	69.55	113.60	0.14
J220	105:00:00	80.00	1.33	23.29	103.29	1.11
J221	105:00:00	97.07	0.47	9.32	106.39	0.39
J225	105:00:00	13.33	0.08	61.72	75.05	0.07
J226	105:00:00	11.10	0.49	63.40	74.50	0.44
J50	105:00:00	71.80	0.64	34.30	106.10	0.53
J51	105:00:00	77.42	0.50	28.68	106.10	0.42
J53	105:00:00	85.00	1.58	21.65	106.65	1.31
J54	105:00:00	80.00	1.63	25.07	105.07	1.36
J128	105:00:00	85.26	0.67	46.67	131.93	0.57
J55	105:00:00	71.00	0.46	34.32	105.32	0.39
J129	105:00:00	62.85	0.27	68.11	130.96	0.23
J56	105:00:00	72.00	0.27	32.95	104.95	0.23
J57	105:00:00	59.00	1.08	44.97	103.97	0.90
J58	105:00:00	76.00	0.68	29.37	105.37	0.57
J59	105:00:00	57.00	0.69	46.80	103.80	0.57
J1160	105:00:00	24.91	1.19	45.61	70.52	1.07
J1161	105:00:00	25.25	0.54	45.20	70.45	0.49
J431	105:00:00	16.90	1.06	54.54	71.44	0.95
J432	105:00:00	19.88	0.35	51.41	71.29	0.31
J433	105:00:00	27.35	0.31	48.95	76.30	0.28
J434	105:00:00	16.48	0.97	59.83	76.31	0.87
J435	105:00:00	12.15	0.13	60.68	72.83	0.12
J436	105:00:00	17.68	0.76	43.64	61.32	0.68
J438	105:00:00	10.43	1.51	65.89	76.32	1.35
J1169	105:00:00	55.42	0.44	50.28	105.70	0.41
J439	105:00:00	17.78	1.31	42.56	60.34	1.17
J330	105:00:00	58.25	0.63	48.55	106.80	0.52
J331	105:00:00	59.26	0.48	47.52	106.78	0.40
J332	105:00:00	44.18	1.32	28.99	73.17	1.19
J333	105:00:00	25.70	1.05	47.92	73.62	0.94
J334	105:00:00	29.28	1.05	44.25	73.53	0.94
J335	105:00:00	25.08	0.71	48.83	73.91	0.64
J336	105:00:00	23.81	0.16	50.73	74.54	0.15
J337	105:00:00	22.11	0.94	53.83	75.94	0.84
J231	105:00:00	71.90	1.16	39.31	111.21	0.96
J232	105:00:00	69.81	1.52	41.40	111.21	1.26
J233	105:00:00	74.23	0.00	63.75	137.98	0.00
J234	105:00:00	64.06	0.03	73.17	137.23	0.03
J236	105:00:00	58.00	0.91	44.07	102.07	0.75
J237	105:00:00	73.14	1.53	28.92	102.06	1.27
J130	105:00:00	54.52	0.72	40.00	94.52	0.61
J131	105:00:00	88.05	1.13	44.09	132.14	0.96
J132	105:00:00	74.55	0.84	60.35	134.90	0.71
J133	105:00:00	69.58	0.86	65.26	134.84	0.72
J60	105:00:00	55.00	0.77	48.47	103.47	0.64
J134	105:00:00	80.70	0.59	56.16	136.86	0.50
J135	105:00:00	70.00	0.67	67.02	137.02	0.57
J62	105:00:00	60.00	0.45	43.81	103.81	0.37
J64	105:00:00	82.00	0.09	24.97	106.97	0.08
J65	105:00:00	82.00	0.41	24.97	106.97	0.34
J66	105:00:00	72.00	1.63	32.23	104.23	1.36
J67	105:00:00	81.00	0.10	24.38	105.38	0.08
J68	105:00:00	73.00	0.65	31.63	104.63	0.54
J69	105:00:00	71.00	0.61	33.60	104.60	0.51
J1170	105:00:00	54.54	0.82	51.16	105.70	0.77
J441	105:00:00	69.00	0.00	72.55	141.55	0.00
J444	105:00:00	29.46	0.79	46.05	75.51	0.71
J341	105:00:00	14.89	0.43	60.50	75.39	0.38
J344	105:00:00	54.70	1.05	51.00	105.70	0.99
J345	105:00:00	49.97	0.90	55.72	105.69	0.85
J347	105:00:00	54.40	0.26	51.30	105.70	0.25
J348	105:00:00	62.18	1.56	49.00	111.18	1.30
J349	105:00:00	36.41	1.09	74.84	111.25	0.91
J241	105:00:00	70.00	0.84	33.43	103.43	0.70
J242	105:00:00	65.00	0.65	38.43	103.43	0.54
J243	105:00:00	60.00	0.18	43.41	103.41	0.15
J244	105:00:00	70.00	1.31	32.74	102.74	1.09
J245	105:00:00	71.00	0.77	32.52	103.52	0.64
J246	105:00:00	55.00	1.26	47.16	102.16	1.04
J247	105:00:00	57.00	0.99	45.53	102.53	0.83
J248	105:00:00	54.00	1.39	48.52	102.52	1.15
J249	105:00:00	50.00	0.03	53.47	103.47	0.03
J142	105:00:00	5.53	0.35	70.89	76.42	0.31
J143	105:00:00	6.30	0.12	70.10	76.40	0.11
J70	105:00:00	70.00	0.18	34.60	104.60	0.15
J144	105:00:00	4.17	0.55	72.17	76.34	0.50
J71	105:00:00	77.00	0.21	28.00	105.00	0.18
J72	105:00:00	75.00	4.02e-04	29.87	104.87	3.34e-04
J73	105:00:00	80.00	0.89	25.03	105.03	0.74
J74	105:00:00	75.00	1.10	29.86	104.86	0.91
J76	105:00:00	70.00	0.91	34.53	104.53	0.75
J77	105:00:00	76.00	1.38	28.87	104.87	1.15
J78	105:00:00	60.56	0.14	45.41	105.97	0.11
J350	105:00:00	33.82	0.32	72.19	106.01	0.30
J351	105:00:00	25.51	1.13	85.73	111.24	0.94
J352	105:00:00	47.55	0.76	64.97	112.52	0.63
J353	105:00:00	22.64	0.60	89.15	111.79	0.49
J354	105:00:00	18.68	0.25	93.10	111.78	0.21
J355	105:00:00	28.87	1.17	80.02	108.89	0.97
J358	105:00:00	22.30	1.55	83.17	105.47	1.29
J359	105:00:00	17.57	0.88	87.40	104.97	0.73
J250	105:00:00	67.00	0.15	36.51	103.51	0.12
J251	105:00:00	75.19	1.26	62.96	138.15	1.07
J252	105:00:00	83.82	0.67	54.33	138.15	0.57
J253	105:00:00	74.69	0.77	57.12	131.81	0.65
J254	105:00:00	74.59	0.82	57.22	131.81	0.69
J257	105:00:00	105.58	0.35	32.40	137.98	0.29
J154	105:00:00	43.69	0.55	37.78	81.47	0.49
J155	105:00:00	44.41	0.16	37.05	81.46	0.14
J82	105:00:00	70.87	0.98	35.23	106.10	0.82
J156	105:00:00	56.16	0.28	25.45	81.61	0.25
J83	105:00:00	61.07	1.55	45.41	106.48	1.28
J84	105:00:00	43.82	0.16	59.58	103.40	0.14
J85	105:00:00	45.00	0.74	58.43	103.43	0.62
J159	105:00:00	37.41	0.45	43.52	80.93	0.41
J86	105:00:00	50.00	1.45	53.38	103.38	1.21
J87	105:00:00	42.63	1.25	60.76	103.39	1.04
J89	105:00:00	68.29	0.45	63.50	131.79	0.38
J360	105:00:00	20.71	1.12	83.87	104.58	0.93
J361	105:00:00	26.67	0.43	83.24	109.91	0.36
J362	105:00:00	43.66	0.15	70.07	113.73	0.12
J363	105:00:00	72.23	0.00	67.44	139.67	0.00
J364	105:00:00	65.00	0.00	74.15	139.15	0.00
J365	105:00:00	29.83	1.32	45.64	75.47	1.18
J366	105:00:00	14.46	0.50	61.10	75.56	0.44
J1208	105:00:00	42.74	0.39	71.22	113.96	0.33
J367	105:00:00	13.60	0.80	61.89	75.49	0.72
J369	105:00:00	20.27	0.42	55.22	75.49	0.38
J160	105:00:00	43.69	0.57	37.76	81.45	0.51
J161	105:00:00	22.81	0.07	55.17	77.98	0.07
J162	105:00:00	36.88	0.80	41.10	77.98	0.72
J163	105:00:00	16.20	0.34	61.79	77.99	0.31
J164	105:00:00	17.34	1.44	60.64	77.98	1.29
J91	105:00:00	64.09	0.98	67.69	131.78	0.83
J165	105:00:00	16.69	1.26	61.30	77.99	1.13
J166	105:00:00	23.95	1.55	54.03	77.98	1.39
J167	105:00:00	23.91	0.55	54.07	77.98	0.49
J94	105:00:00	30.75	0.90	74.42	105.17	0.86
J95	105:00:00	22.56	0.13	54.98	77.54	0.12
J96	105:00:00	30.00	1.06	47.53	77.53	0.95
J97	105:00:00	34.19	0.68	43.32	77.51	0.61
J976	105:00:00	6.30	1.60	70.11	76.41	1.44
J571	105:00:00	77.11	0.19	59.52	136.63	0.16
J572	105:00:00	76.40	1.54	60.23	136.63	1.30
J573	105:00:00	81.62	1.03	50.23	131.85	0.87
J574	105:00:00	67.36	0.58	64.39	131.75	0.49
J575	105:00:00	75.27	0.25	60.63	135.90	0.21
J576	105:00:00	80.80	0.80	55.99	136.79	0.68
J370	105:00:00	20.46	0.37	55.00	75.46	0.33
J371	105:00:00	68.81	0.00	70.18	138.99	0.00
J372	105:00:00	23.20	0.22	52.14	75.34	0.19
J373	105:00:00	27.22	0.05	48.12	75.34	0.04
J374	105:00:00	13.70	0.58	61.68	75.38	0.52
J375	105:00:00	22.72	0.91	52.66	75.38	0.82
J376	105:00:00	12.18	1.54	62.80	74.98	1.38
J377	105:00:00	13.12	0.90	62.22	75.34	0.80
J1219	105:00:00	14.48	0.68	63.16	77.64	0.61
J379	105:00:00	10.25	1.41	64.03	74.28	1.27
J171	105:00:00	8.81	1.38	68.85	77.66	1.23
J172	105:00:00	6.25	1.12	71.44	77.69	1.00
J173	105:00:00	13.00	1.20	64.98	77.98	1.08
J174	105:00:00	6.11	1.66	71.62	77.73	1.49
J175	105:00:00	6.84	0.57	70.89	77.73	0.51
J177	105:00:00	13.14	0.83	64.79	77.93	0.74
J179	105:00:00	15.01	0.69	62.63	77.64	0.62
J580	105:00:00	113.08	1.16	23.40	136.48	0.98
J486	105:00:00	86.11	0.30	47.52	133.63	0.25
J487	105:00:00	79.00	0.70	54.16	133.16	0.60
J488	105:00:00	89.16	0.91	45.27	134.43	0.77
J489	105:00:00	85.02	1.36	48.61	133.63	1.15
J381	105:00:00	36.02	0.90	75.22	111.24	0.75
