		LENGHT	DIAMETER	ROUGHNESS	FLOW	VELOCITY	UNITHEADLOSS	FRICTIONFACTOR
P238	49:00:00	12.59	304.80	104.74	48.05	0.66	2.28	0.03
P24	49:00:00	71.05	508.00	88.62	162.26	0.80	2.46	0.04
P241	49:00:00	49.46	102.00	114.84	0.63	0.08	0.13	0.04
P242	49:00:00	25.06	152.40	99.01	2.29	0.13	0.27	0.05
P243	49:00:00	57.08	203.20	82.80	5.04	0.16	0.39	0.06
P245	49:00:00	18.65	152.40	120.40	35.00	1.92	28.70	0.02
P246	49:00:00	56.94	152.40	121.60	22.07	1.21	12.00	0.02
P248	49:00:00	6.96	152.40	110.07	20.66	1.13	12.77	0.03
P249	49:00:00	28.43	51.00	85.38	0.75	0.37	9.06	0.07
P25	49:00:00	4.30	508.00	74.38	177.21	0.87	4.01	0.05
P251	49:00:00	11.49	152.00	103.73	19.11	1.05	12.49	0.03
P252	49:00:00	135.44	305.00	82.30	48.05	0.66	3.56	0.05
P255	49:00:00	76.14	51.00	71.47	0.23	0.11	1.42	0.11
P256	49:00:00	55.17	305.00	94.86	48.05	0.66	2.73	0.04
P258	49:00:00	79.53	102.00	75.51	0.03	3.65e-03	9.95e-04	0.15
P259	49:00:00	136.09	102.00	83.09	0.17	0.02	0.02	0.10
P26	49:00:00	22.94	508.00	88.01	4.18	0.02	2.85e-03	0.07
P264	49:00:00	11.73	101.60	112.51	0.59	0.07	0.12	0.05
P266	49:00:00	55.29	101.60	107.06	1.31	0.16	0.58	0.04
P267	49:00:00	344.62	152.40	95.59	0.34	0.02	8.28e-03	0.07
P268	49:00:00	146.46	152.40	86.84	2.35	0.13	0.35	0.06
P27	49:00:00	163.63	254.00	69.11	1.84	0.04	0.03	0.11
P270	49:00:00	88.36	101.60	92.77	0.99	0.12	0.46	0.06
P272	49:00:00	143.88	102.00	73.95	1.50	0.18	1.46	0.09
P275	49:00:00	172.96	152.40	98.16	0.86	0.05	0.04	0.06
P28	49:00:00	117.42	152.00	88.27	0.89	0.05	0.06	0.07
P280	49:00:00	333.40	203.00	88.34	4.89e-05	1.51e-06	1.79e-10	0.31
P282	49:00:00	131.93	102.00	86.72	3.01	0.37	3.97	0.06
P284	49:00:00	198.97	76.20	89.13	1.00	0.22	2.03	0.06
P285	49:00:00	130.71	76.20	90.18	0.10	0.02	0.03	0.09
P286	49:00:00	155.58	101.60	90.01	0.41	0.05	0.10	0.07
P287	49:00:00	45.12	254.00	78.35	81.26	1.60	25.14	0.05
P288	49:00:00	226.74	76.20	85.05	1.79	0.39	6.47	0.06
P29	49:00:00	20.51	152.00	89.48	0.78	0.04	0.04	0.07
P290	49:00:00	46.28	76.20	89.44	0.38	0.08	0.34	0.07
P291	49:00:00	132.94	305.00	107.08	48.05	0.66	2.18	0.03
P292	49:00:00	13.54	305.00	97.27	48.05	0.66	2.61	0.04
P293	49:00:00	125.20	305.00	92.16	48.05	0.66	2.88	0.04
P294	49:00:00	101.20	102.00	79.97	1.53	0.19	1.31	0.08
P295	49:00:00	133.23	76.00	72.41	4.02	0.89	39.58	0.08
P296	49:00:00	231.87	76.00	82.96	2.11	0.47	9.38	0.06
P297	49:00:00	42.53	406.00	73.00	6.91	0.05	0.03	0.09
P298	49:00:00	40.11	305.00	84.55	4.73	0.06	0.05	0.07
P299	49:00:00	61.51	102.00	87.71	2.54	0.31	2.83	0.06
P3	49:00:00	136.52	300.00	73.65	13.44	0.19	0.45	0.07
P30	49:00:00	40.89	254.00	86.71	1.80	0.04	0.02	0.07
P301	49:00:00	45.31	305.00	85.19	4.13	0.06	0.04	0.07
P302	49:00:00	178.28	305.00	80.34	3.90	0.05	0.04	0.07
P303	49:00:00	131.94	76.00	88.33	0.81	0.18	1.41	0.07
P304	49:00:00	268.74	101.60	89.39	0.54	0.07	0.16	0.07
P305	49:00:00	43.41	203.00	90.80	4.90e-05	1.52e-06	1.72e-10	0.30
P307	49:00:00	47.30	305.00	60.51	1.59	0.02	0.01	0.14
P308	49:00:00	334.57	305.00	88.08	48.05	0.66	3.14	0.04
P309	49:00:00	128.80	101.60	94.96	0.89	0.11	0.36	0.06
P31	49:00:00	144.67	152.00	108.77	4.71	0.26	0.85	0.04
P310	49:00:00	9.00	610.00	87.27	184.70	0.63	1.32	0.04
P316	49:00:00	11.62	610.00	70.45	184.70	0.63	1.96	0.06
P319	49:00:00	10.54	610.00	76.59	2.98e-05	1.02e-07	1.64e-12	1.89
P32	49:00:00	84.44	152.00	103.56	7.57	0.42	2.25	0.04
P320	49:00:00	11.47	610.00	76.52	92.34	0.32	0.47	0.06
P322	49:00:00	11.50	610.00	89.43	92.34	0.32	0.35	0.04
P323	49:00:00	11.47	610.00	84.69	3.34e-05	1.14e-07	1.51e-12	1.39
P329	49:00:00	134.52	152.00	100.18	2.68	0.15	0.35	0.05
P33	49:00:00	22.81	254.00	73.04	5.44	0.11	0.19	0.08
P330	49:00:00	66.79	76.00	96.42	1.26	0.28	2.72	0.05
P331	49:00:00	93.46	51.00	93.19	0.52	0.25	3.89	0.06
P336	49:00:00	182.99	152.00	92.17	2.71	0.15	0.42	0.06
P337	49:00:00	20.49	305.00	5.62	8.85	0.12	22.28	9.09
P338	49:00:00	74.38	76.00	100.36	0.20	0.04	0.08	0.06
P339	49:00:00	307.49	102.00	88.65	1.17	0.14	0.66	0.06
P34	49:00:00	98.00	508.00	78.51	166.76	0.82	3.24	0.05
P340	49:00:00	96.21	305.00	101.08	22.14	0.30	0.58	0.04
P341	49:00:00	189.74	305.00	94.64	20.34	0.28	0.56	0.04
P343	49:00:00	111.65	152.00	100.29	3.55	0.20	0.59	0.05
P344	49:00:00	45.26	152.00	85.91	7.10	0.39	2.83	0.06
P346	49:00:00	54.91	51.00	93.91	0.08	0.04	0.11	0.08
P347	49:00:00	385.56	305.00	96.24	1.10	0.02	1.70e-03	0.05
P348	49:00:00	42.47	305.00	88.73	0.09	1.23e-03	8.60e-04	3.40
P349	49:00:00	39.12	305.00	97.01	2.85	0.04	0.01	0.05
P35	49:00:00	64.56	152.00	84.38	0.57	0.03	0.03	0.08
P350	49:00:00	400.16	203.00	99.86	0.73	0.02	7.65e-03	0.06
P37	49:00:00	180.61	203.00	97.80	0.20	6.13e-03	7.22e-04	0.08
P372	49:00:00	6.42	101.60	113.11	8.25	1.02	15.98	0.03
P374	49:00:00	15.83	254.00	91.92	33.21	0.66	3.57	0.04
P375	49:00:00	7.79	254.00	75.49	33.21	0.66	5.14	0.06
P376	49:00:00	6.64	254.00	102.69	33.21	0.66	2.91	0.03
P378	49:00:00	6.47	254.00	112.45	33.21	0.66	2.46	0.03
P379	49:00:00	6.43	254.00	101.78	48.05	0.95	5.85	0.03
P38	49:00:00	169.49	76.00	106.47	1.04	0.23	1.59	0.05
P380	49:00:00	4.79	254.00	87.81	48.05	0.95	7.69	0.04
P381	49:00:00	5.53	304.80	119.21	48.05	0.66	1.80	0.02
P383	49:00:00	19.56	152.00	80.15	5.49	0.30	2.00	0.07
P384	49:00:00	26.14	76.00	101.91	3.96	0.87	20.44	0.04
P385	49:00:00	106.53	305.00	76.02	21.30	0.29	0.91	0.06
P386	49:00:00	8.12	152.00	79.90	11.23	0.62	7.57	0.06
P39	49:00:00	190.12	102.00	95.44	0.30	0.04	0.05	0.07
P397	49:00:00	13.16	203.20	87.43	66.50	2.05	41.99	0.04
P398	49:00:00	6.75	203.20	91.05	30.62	0.94	9.26	0.04
P399	49:00:00	9.71	203.20	81.41	30.62	0.94	11.40	0.05
P40	49:00:00	143.64	102.00	107.91	6.07	0.74	9.69	0.04
P402	49:00:00	6.12	203.20	89.15	4.43e-05	1.36e-06	1.47e-10	0.32
P403	49:00:00	6.86	152.40	111.47	35.88	1.97	34.67	0.03
P409	49:00:00	26.38	152.40	89.90	35.88	1.97	51.63	0.04
P410	49:00:00	7.70	203.20	85.67	4.48e-05	1.38e-06	1.62e-10	0.34
P42	49:00:00	32.93	152.00	114.92	5.33	0.29	0.97	0.03
P424	49:00:00	27.80	203.20	124.99	30.62	0.94	5.15	0.02
P43	49:00:00	36.18	203.00	88.54	0.29	8.85e-03	1.71e-03	0.09
P44	49:00:00	247.65	152.00	115.17	16.89	0.93	8.19	0.03
P443	49:00:00	67.31	305.00	85.58	1.20	0.02	3.58e-03	0.08
P445	49:00:00	7.80	254.00	86.21	0.64	0.01	2.70e-03	0.08
P446	49:00:00	31.15	254.00	102.20	0.00	0.00	0.00	0.00
P450	49:00:00	19.47	254.00	96.97	1.30e-05	2.58e-07	4.45e-13	0.00
P46	49:00:00	70.86	102.00	112.66	0.12	0.02	6.63e-03	0.06
P465	49:00:00	18.20	254.00	86.57	1.89e-05	3.72e-07	9.52e-13	0.00
P467	49:00:00	15.17	254.00	96.15	3.24e-05	6.40e-07	2.34e-11	0.29
P468	49:00:00	31.29	254.00	105.27	81.26	1.60	14.55	0.03
P48	49:00:00	28.98	152.00	113.52	4.70	0.26	0.79	0.04
P482	49:00:00	321.89	152.00	78.90	2.01	0.11	0.32	0.08
P484	49:00:00	336.57	203.00	79.98	1.25	0.04	0.03	0.08
P49	49:00:00	134.92	152.00	121.71	0.77	0.04	0.02	0.04
P492	49:00:00	157.32	101.60	114.11	0.13	0.02	7.00e-03	0.06
P5	49:00:00	588.97	406.00	83.56	5.64	0.04	0.02	0.07
P500	49:00:00	24.23	203.00	112.62	0.49	0.02	2.98e-03	0.05
P501	49:00:00	11.32	152.40	111.45	1.47	0.08	0.09	0.04
P502	49:00:00	9.19	76.20	99.59	1.43	0.31	3.19	0.05
P51	49:00:00	57.47	102.00	92.24	2.81	0.34	3.11	0.05
P510	49:00:00	193.37	102.00	104.95	2.90e-06	3.55e-07	1.16e-11	0.00
P52	49:00:00	83.26	102.00	89.65	1.51	0.18	1.04	0.06
P524	49:00:00	170.54	305.00	96.23	3.71	0.05	0.02	0.05
P527	49:00:00	149.04	305.00	73.12	8.10	0.11	0.16	0.08
P529	49:00:00	212.31	102.00	103.92	1.16	0.14	0.48	0.05
P53	49:00:00	10.32	203.00	87.56	30.62	0.95	10.01	0.04
P54	49:00:00	111.67	51.00	92.40	1.09	0.53	15.59	0.06
P55	49:00:00	99.86	76.00	87.65	1.65	0.36	5.37	0.06
P57	49:00:00	288.77	152.00	99.60	25.73	1.42	23.38	0.03
P58	49:00:00	503.91	102.00	100.85	9.15	1.12	23.47	0.04
P596	49:00:00	76.39	76.00	112.81	1.78	0.39	3.85	0.04
P597	49:00:00	79.68	102.00	101.12	0.63	0.08	0.17	0.06
P6	49:00:00	199.39	152.00	94.65	0.68	0.04	0.03	0.07
P609	49:00:00	86.07	76.00	111.63	3.01	0.66	10.41	0.04
P610	49:00:00	206.58	76.00	95.80	3.33e-06	7.35e-07	9.10e-11	0.00
P63	49:00:00	165.95	254.00	88.73	3.98	0.08	0.07	0.06
P633	49:00:00	173.88	152.00	119.13	6.48	0.36	1.31	0.03
P64	49:00:00	126.63	203.00	80.25	3.33	0.10	0.19	0.07
P65	49:00:00	164.93	102.00	101.95	2.58	0.32	2.21	0.04
P67	49:00:00	330.24	203.00	74.11	2.91	0.09	0.17	0.09
P670	49:00:00	54.41	152.00	98.70	1.61e-05	8.90e-07	3.91e-10	0.00
P671	49:00:00	62.97	152.00	94.84	3.91e-06	2.15e-07	3.85e-12	0.00
P68	49:00:00	302.74	305.00	83.22	1.26	0.02	4.11e-03	0.08
P69	49:00:00	103.63	152.00	72.35	5.14	0.28	2.14	0.08
P697	49:00:00	88.89	102.00	97.76	4.68e-07	5.72e-08	7.80e-13	0.00
P7	49:00:00	60.22	508.00	78.45	59.41	0.29	0.48	0.06
P70	49:00:00	88.36	152.00	72.84	2.32	0.13	0.48	0.09
P71	49:00:00	419.40	254.00	84.73	0.48	9.53e-03	1.64e-03	0.09
P72	49:00:00	247.46	305.00	85.04	4.07	0.06	0.03	0.07
P724	49:00:00	92.72	152.00	96.71	0.43	0.02	0.01	0.07
P725	49:00:00	117.32	152.00	105.29	0.99	0.05	0.05	0.05
P752	49:00:00	70.36	152.00	106.17	3.77	0.21	0.59	0.04
P753	49:00:00	71.91	152.00	89.52	3.28	0.18	0.63	0.06
P754	49:00:00	92.49	51.00	84.83	4.17e-07	2.04e-07	2.36e-11	0.00
P755	49:00:00	47.12	305.00	114.13	0.85	0.01	1.12e-03	0.05
P756	49:00:00	41.66	305.00	107.92	0.96	0.01	1.54e-03	0.05
P757	49:00:00	568.43	305.00	99.83	1.63	0.02	4.71e-03	0.06
P758	49:00:00	102.21	305.00	93.36	2.54	0.03	0.01	0.06
P759	49:00:00	97.19	152.00	104.44	4.86	0.27	0.98	0.04
P760	49:00:00	88.54	152.00	101.85	5.10	0.28	1.12	0.04
P761	49:00:00	171.27	152.00	96.99	5.61	0.31	1.46	0.05
P763	49:00:00	387.59	305.00	112.21	1.96	0.03	5.35e-03	0.04
P766	49:00:00	37.85	152.00	95.04	1.83	0.10	0.19	0.06
P767	49:00:00	227.50	305.00	109.31	4.01	0.05	0.02	0.04
P768	49:00:00	217.03	254.00	116.51	0.93	0.02	3.08e-03	0.05
P769	49:00:00	154.26	305.00	110.62	4.64	0.06	0.03	0.04
P771	49:00:00	69.36	203.00	99.63	0.47	0.01	3.44e-03	0.07
P772	49:00:00	215.02	305.00	85.80	5.93	0.08	0.07	0.06
P775	49:00:00	129.42	203.00	108.38	0.39	0.01	2.07e-03	0.06
P776	49:00:00	421.07	102.00	114.35	0.19	0.02	0.01	0.05
P777	49:00:00	402.31	305.00	111.77	6.34	0.09	0.05	0.04
P779	49:00:00	524.49	203.00	87.91	6.93	0.21	0.63	0.06
P780	49:00:00	153.56	203.00	104.95	1.23e-05	3.79e-07	3.84e-12	0.00
P781	49:00:00	130.18	152.00	90.91	4.92	0.27	1.29	0.05
P783	49:00:00	674.96	203.00	115.08	8.48	0.26	0.56	0.03
P784	49:00:00	88.96	102.00	98.43	0.32	0.04	0.05	0.06
P785	49:00:00	184.71	102.00	89.65	0.75	0.09	0.29	0.07
P786	49:00:00	166.27	203.00	110.00	8.61	0.27	0.62	0.04
P787	49:00:00	127.08	102.00	130.12	16.72	2.05	44.73	0.02
P788	49:00:00	107.85	152.00	113.91	26.32	1.45	19.00	0.03
P789	49:00:00	285.95	203.00	74.97	16.78	0.52	4.38	0.06
P791	49:00:00	82.50	152.00	115.95	27.80	1.53	20.35	0.03
P794	49:00:00	39.04	203.00	123.95	5.20	0.16	0.20	0.03
P795	49:00:00	129.41	203.00	97.78	4.15	0.13	0.20	0.05
P796	49:00:00	22.42	203.00	89.88	33.21	1.03	11.08	0.04
P797	49:00:00	21.64	102.00	117.05	0.90	0.11	0.24	0.04
P798	49:00:00	684.07	203.00	116.09	3.71	0.11	0.12	0.04
P8	49:00:00	11.35	406.00	76.08	65.10	0.50	1.79	0.06
P800	49:00:00	15.93	203.00	109.67	1.37	0.04	0.02	0.05
P801	49:00:00	9.47	203.00	104.47	0.18	5.65e-03	5.49e-04	0.07
P804	49:00:00	68.27	102.00	103.01	2.43	0.30	1.94	0.04
P805	49:00:00	96.57	152.00	114.56	2.95	0.16	0.33	0.04
P806	49:00:00	32.51	152.00	103.90	3.23	0.18	0.46	0.04
P807	49:00:00	162.82	203.00	100.15	0.22	6.94e-03	8.68e-04	0.07
P808	49:00:00	253.47	203.00	92.06	13.22	0.41	1.92	0.05
P809	49:00:00	17.35	102.00	109.35	1.11	0.14	0.41	0.04
P810	49:00:00	64.30	203.00	88.94	4.66e-08	1.44e-09	7.03e-11	0.00
P811	49:00:00	50.17	102.00	89.57	1.82	0.22	1.47	0.06
P813	49:00:00	30.85	152.00	76.04	17.01	0.94	17.89	0.06
P815	49:00:00	50.52	102.00	84.34	19.00	2.32	126.52	0.05
P817	49:00:00	253.30	203.00	72.66	8.95	0.28	1.45	0.08
P819	49:00:00	8.02	203.00	105.07	9.15	0.28	0.76	0.04
P821	49:00:00	64.78	102.00	83.95	0.17	0.02	0.02	0.10
P822	49:00:00	11.71	102.00	99.59	1.14	0.14	0.51	0.05
P823	49:00:00	18.84	76.00	113.36	0.25	0.06	0.10	0.05
P826	49:00:00	335.29	76.00	99.15	0.82	0.18	1.17	0.05
P827	49:00:00	119.07	76.00	103.74	0.34	0.07	0.21	0.06
P83	49:00:00	15.14	610.00	75.66	184.08	0.63	1.71	0.05
P830	49:00:00	89.30	76.00	99.04	0.36	0.08	0.26	0.06
P831	49:00:00	62.20	76.00	86.29	3.12	0.69	17.90	0.06
P84	49:00:00	148.63	203.00	97.41	0.38	0.01	2.45e-03	0.07
P840	49:00:00	235.28	203.00	97.77	14.91	0.46	2.15	0.04
P841	49:00:00	347.83	76.00	93.68	1.12	0.25	2.30	0.06
P842	49:00:00	64.41	52.00	95.52	1.50	0.71	24.30	0.05
P844	49:00:00	12.49	102.00	113.81	3.07	0.38	2.49	0.04
P846	49:00:00	94.84	203.00	103.98	1.91	0.06	0.04	0.05
P847	49:00:00	68.63	152.00	91.07	2.21	0.12	0.29	0.06
P85	49:00:00	36.60	76.00	69.93	0.63	0.14	1.36	0.11
P850	49:00:00	241.13	101.60	112.53	2.51	0.31	1.79	0.04
P851	49:00:00	228.78	76.00	121.93	1.25	0.28	1.75	0.03
P852	49:00:00	40.39	203.00	105.38	3.21	0.10	0.11	0.04
P853	49:00:00	295.68	203.00	118.65	13.54	0.42	1.26	0.03
P855	49:00:00	37.88	102.00	114.85	0.64	0.08	0.13	0.04
P858	49:00:00	195.38	102.00	113.41	1.08	0.13	0.36	0.04
P859	49:00:00	90.81	152.00	95.29	4.55	0.25	1.03	0.05
P86	49:00:00	161.00	305.00	110.50	32.96	0.45	1.03	0.03
P861	49:00:00	110.79	152.00	87.94	0.77	0.04	0.04	0.07
P866	49:00:00	17.37	102.00	92.17	1.27	0.16	0.72	0.06
P87	49:00:00	80.03	203.00	76.40	3.70	0.11	0.26	0.08
P871	49:00:00	48.15	102.00	91.81	0.55	0.07	0.15	0.07
P880	49:00:00	112.84	76.00	86.03	0.34	0.07	0.29	0.08
P889	49:00:00	15.72	203.00	88.74	2.13	0.07	0.07	0.06
P89	49:00:00	104.30	152.00	78.43	1.58	0.09	0.21	0.08
P892	49:00:00	30.39	254.00	69.85	2.04	0.04	0.03	0.10
P9	49:00:00	49.95	254.00	66.75	42.65	0.84	10.25	0.07
P90	49:00:00	98.94	102.00	62.32	1.42	0.17	1.82	0.12
P91	49:00:00	572.34	102.00	94.34	0.34	0.04	0.06	0.07
P914	49:00:00	38.61	203.00	91.18	1.23e-05	3.82e-07	4.71e-11	0.00
P915	49:00:00	10.58	152.00	72.77	19.21	1.06	24.32	0.06
P92	49:00:00	63.12	203.00	83.11	1.19	0.04	0.03	0.08
P924	49:00:00	82.38	254.00	74.46	1.35	0.03	0.01	0.10
P927	49:00:00	348.88	406.00	84.53	0.06	4.48e-04	3.32e-06	0.13
P929	49:00:00	83.31	203.00	90.08	4.89e-05	1.51e-06	1.73e-10	0.30
P930	49:00:00	78.95	203.00	88.20	1.61e-05	4.97e-07	2.19e-13	0.00
P931	49:00:00	248.40	203.00	87.08	1.25e-05	3.86e-07	5.20e-11	0.00
P932	49:00:00	381.56	203.00	84.96	1.29e-05	3.98e-07	1.57e-11	0.00
P933	49:00:00	130.54	305.00	87.95	48.05	0.66	3.15	0.04
P934	49:00:00	18.46	254.00	102.99	48.05	0.95	5.73	0.03
P935	49:00:00	152.13	305.00	100.05	33.48	0.46	1.27	0.04
P937	49:00:00	198.09	254.00	74.28	14.57	0.29	1.15	0.07
P938	49:00:00	168.95	254.00	74.48	12.24	0.24	0.83	0.07
P939	49:00:00	248.76	152.00	95.79	0.34	0.02	8.10e-03	0.07
P94	49:00:00	51.35	305.00	139.08	0.06	8.80e-04	6.42e-06	0.05
P940	49:00:00	187.99	152.00	99.28	0.26	0.01	4.61e-03	0.07
P941	49:00:00	142.58	152.00	79.37	0.03	1.81e-03	1.55e-04	0.14
P942	49:00:00	85.08	152.00	83.59	0.63	0.03	0.03	0.08
P943	49:00:00	84.21	76.00	86.77	0.42	0.09	0.44	0.08
P944	49:00:00	59.58	254.00	82.35	1.89	0.04	0.02	0.08
P946	49:00:00	143.03	102.00	98.06	0.24	0.03	0.03	0.07
P947	49:00:00	122.43	152.00	76.80	0.83	0.05	0.06	0.09
P948	49:00:00	74.71	152.00	104.85	2.10	0.12	0.21	0.05
P949	49:00:00	24.39	254.00	92.69	2.53	0.05	0.03	0.06
P95	49:00:00	50.70	305.00	118.43	0.37	5.03e-03	2.18e-04	0.05
P951	49:00:00	338.80	254.00	94.71	11.99	0.24	0.51	0.05
P953	49:00:00	495.66	254.00	85.41	8.51	0.17	0.33	0.06
P954	49:00:00	294.07	203.00	78.67	1.77	0.05	0.06	0.08
P955	49:00:00	131.74	102.00	85.18	0.33	0.04	0.07	0.08
P956	49:00:00	115.17	152.00	68.25	0.81	0.04	0.08	0.12
P957	49:00:00	51.05	152.00	98.15	0.06	3.40e-03	3.38e-04	0.09
P958	49:00:00	122.41	102.00	105.31	0.32	0.04	0.04	0.06
P959	49:00:00	123.42	102.00	98.22	0.21	0.03	0.02	0.07
P96	49:00:00	53.72	254.00	87.90	1.44	0.03	0.01	0.07
P961	49:00:00	234.55	203.00	85.65	6.05	0.19	0.52	0.06
P962	49:00:00	49.83	152.00	90.75	0.59	0.03	0.03	0.07
P963	49:00:00	93.54	203.00	85.53	10.43	0.32	1.42	0.05
P964	49:00:00	129.91	152.00	96.26	2.50	0.14	0.33	0.05
P965	49:00:00	135.06	203.00	93.94	7.50	0.23	0.65	0.05
P966	49:00:00	31.32	203.00	82.51	4.57	0.14	0.33	0.07
P967	49:00:00	207.54	203.00	82.11	3.52	0.11	0.21	0.07
P968	49:00:00	68.17	102.00	78.40	0.02	1.98e-03	2.99e-04	0.15
P969	49:00:00	149.16	203.00	86.27	3.06	0.09	0.14	0.06
P97	49:00:00	24.41	610.00	88.90	184.18	0.63	1.27	0.04
P970	49:00:00	165.04	203.00	87.80	1.45	0.04	0.03	0.07
P971	49:00:00	136.94	152.00	77.83	2.43	0.13	0.47	0.08
P972	49:00:00	219.42	152.00	82.67	2.44	0.13	0.42	0.07
P973	49:00:00	164.68	203.00	71.93	6.75	0.21	0.87	0.08
P974	49:00:00	186.40	203.00	72.72	5.56	0.17	0.60	0.08
P975	49:00:00	159.56	152.00	74.72	2.01	0.11	0.35	0.09
P976	49:00:00	83.33	76.00	83.20	1.34	0.29	3.99	0.07
P977	49:00:00	45.98	102.00	102.43	0.72	0.09	0.21	0.05
P978	49:00:00	178.97	76.00	78.86	2.37	0.52	12.71	0.07
P98	49:00:00	174.53	610.00	71.75	184.52	0.63	1.89	0.06
P981	49:00:00	36.19	76.00	80.22	3.44	0.76	24.53	0.06
P982	49:00:00	87.24	203.00	98.51	1.61	0.05	0.03	0.06
P983	49:00:00	180.20	101.60	91.90	3.47	0.43	4.71	0.05
P984	49:00:00	16.03	101.60	108.96	1.13	0.14	0.43	0.04
P986	49:00:00	229.54	101.60	87.08	0.53	0.07	0.16	0.08
P987	49:00:00	94.56	101.60	96.41	0.71	0.09	0.23	0.06
P988	49:00:00	9.74	101.60	102.52	2.50	0.31	2.10	0.04
P989	49:00:00	91.59	51.00	82.07	0.47	0.23	4.13	0.08
P99	49:00:00	452.37	508.00	96.64	162.21	0.80	2.10	0.03
P990	49:00:00	78.87	102.00	85.79	1.33	0.16	0.89	0.07
P991	49:00:00	20.25	203.00	74.31	19.14	0.59	5.68	0.06
P992	49:00:00	69.15	203.00	80.64	18.13	0.56	4.41	0.06
P993	49:00:00	63.52	203.00	80.23	16.42	0.51	3.71	0.06
P994	49:00:00	115.39	203.00	83.09	17.45	0.54	3.89	0.05
P995	49:00:00	228.99	152.00	82.50	25.59	1.41	32.78	0.05
P996	49:00:00	10.22	203.00	84.58	67.32	2.08	45.89	0.04
P997	49:00:00	154.87	203.00	96.62	42.02	1.30	14.98	0.04
P998	49:00:00	107.98	203.00	90.64	42.76	1.32	17.41	0.04
P999	49:00:00	81.67	254.00	68.70	41.03	0.81	9.05	0.07
PU1	49:00:00	0.00	0.00	1.00	92.34	0.00	-34.10	0.00
PU2	49:00:00	0.00	0.00	1.00	92.36	0.00	-34.09	0.00
PU3	49:00:00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
PU4	49:00:00	0.00	0.00	1.00	33.21	0.00	-65.10	0.00
PU5	49:00:00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
PU6	49:00:00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
PU7	49:00:00	0.00	0.00	1.00	48.05	0.00	-86.08	0.00
PU8	49:00:00	0.00	0.00	1.00	35.88	0.00	-60.61	0.00
PU9	49:00:00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
PU10	49:00:00	0.00	0.00	1.00	30.62	0.00	-47.96	0.00
PU11	49:00:00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
v1	49:00:00	0.00	203.20	131.23	5.05	0.16	52.23	0.00
V45	49:00:00	0.00	152.40	131.23	2.87	0.16	37.76	0.00
V47	49:00:00	0.00	101.60	131.23	2.70	0.33	49.60	0.00
V2	49:00:00	0.00	254.00	-1.00e+10	0.00	0.00	0.00	0.00
P1	50:00:00	52.90	203.00	72.45	0.77	0.02	0.02	0.11
P10	50:00:00	79.23	76.00	108.01	1.30	0.29	2.35	0.04
P100	50:00:00	107.88	406.00	76.51	180.65	1.40	11.75	0.05
P1000	50:00:00	109.27	203.00	76.95	39.27	1.21	20.14	0.05
P101	50:00:00	243.37	254.00	84.21	0.37	7.35e-03	1.02e-03	0.09
P1016	50:00:00	164.77	305.00	85.24	36.85	0.50	2.04	0.05
P102	50:00:00	1.28e+03	508.00	92.95	165.57	0.82	2.34	0.03
P1022	50:00:00	200.76	102.00	99.58	0.13	0.02	9.00e-03	0.07
P1023	50:00:00	136.34	102.00	95.69	0.90	0.11	0.36	0.06
P1024	50:00:00	375.62	102.00	89.62	2.41	0.29	2.47	0.06
P1025	50:00:00	39.18	76.00	97.78	2.71	0.60	10.89	0.05
P1026	50:00:00	45.61	76.00	88.45	1.86	0.41	6.53	0.06
P1027	50:00:00	82.32	51.00	92.01	0.46	0.23	3.18	0.06
P1028	50:00:00	9.57	51.00	86.99	0.04	0.02	0.01	0.04
P1029	50:00:00	122.62	76.00	91.34	0.75	0.16	1.07	0.06
P103	50:00:00	35.98	254.00	79.37	7.93	0.16	0.33	0.07
P1030	50:00:00	95.25	76.00	104.61	1.46	0.32	3.06	0.04
P1031	50:00:00	188.28	152.00	84.37	8.65	0.48	4.16	0.05
P1032	50:00:00	143.29	152.00	98.43	8.08	0.45	2.74	0.04
P1033	50:00:00	128.79	152.00	84.69	8.10	0.45	3.61	0.05
P1034	50:00:00	52.87	203.00	97.42	0.41	0.01	2.78e-03	0.07
P1035	50:00:00	122.47	152.00	97.76	2.75	0.15	0.36	0.05
P1036	50:00:00	83.33	203.00	74.30	7.53	0.23	0.98	0.07
P1039	50:00:00	121.38	203.00	92.14	4.45	0.14	0.25	0.05
P104	50:00:00	33.11	203.00	99.89	0.26	7.89e-03	1.11e-03	0.07
P1040	50:00:00	29.45	152.00	94.69	2.25	0.12	0.26	0.05
P1041	50:00:00	307.54	102.00	112.51	1.97	0.24	1.01	0.03
P1042	50:00:00	84.54	152.00	76.15	1.69	0.09	0.25	0.09
P1044	50:00:00	65.80	203.00	100.22	18.96	0.59	3.21	0.04
P1045	50:00:00	68.63	203.00	118.82	19.21	0.59	2.40	0.03
P106	50:00:00	270.38	102.00	63.55	1.97	0.24	3.22	0.11
P107	50:00:00	357.00	203.00	80.51	4.95	0.15	0.40	0.07
P108	50:00:00	183.53	203.00	78.72	1.64	0.05	0.05	0.08
